250,"He said keeping her off the ballot was part of his effort to promote the emergence of new political leaders , though opposition leaders accuse him of manipulation to protect his hold on power .",him of manipulation,to protect hold on,power
251,"They say it cannot be done , but we beat City Hall , '' said Becky Fenger , a spokesperson for NO Transit Taxes .",City Hall,said,Becky Fenger
252,"Silver inventories in Comex warehouses rose 454,000 ounces to 141.118 million ounces , the exchanges said in its daily stockpile report after trading yesterday , up from a 10-month low of 140.664 million ounces .",the exchanges,said in,its daily stockpile report
253,"He has n't had a save opportunity in nine games , matching a season high .",He,has n't had,a save opportunity
254,That creature was in turn named for the mythical multiheaded serpent that regrew new heads when one was cut off .,the mythical multiheaded serpent,(R-nsubj),new heads
255,"His legislation would allow tax-free savings for expenses , including tuition , for any school , public , private or religious .",His legislation,would allow savings for,expenses
256,"We get long digressions about the rivalry between Los Alamos and a second nuclear weapons lab set up at Livermore , Calif. , and eye-glazing asides about technical problems at both labs .",a second nuclear weapons lab,set,Calif.
257,"Confusingly , hurricanelike tropical cyclones born over the southwestern Pacific and the Indian Ocean are usually called just `` cyclones '' in the media .",the Indian Ocean,are called,just `` cyclones
258,"BSA seized items from SM Summit in a raid on Aug. 12 and 13 . c.2002 SAN FRANCISCO CHRONICLE City Supervisor Tom Ammiano , who sponsored the law , said many of the problems were simply a matter of getting the new system up and running .",BSA,seized items from,SM Summit
259,"Following are excerpts from an interview with Sen. Richard C. Shelby , the Alabama Republican who is the ranking minority member of the Intelligence Committee : `` Maybe God just had a plan for me and wanted me to be around for a little while longer , '' said Johnson , who has a wife , Cookie , and three children .",Johnson,has,a wife
260,"Story Filed By Cox Newspapers It is the cultural issues , though , that probably pose the biggest challenges .",the cultural issues,probably pose,the biggest challenges
261,Seagram shares rose C$ 0.25 to C$ 50.30 in midmorning Toronto trading and rose 3,Seagram shares,rose to in,midmorning Toronto trading
262,"If Calcavecchia plays Friday morning , he knows the importance of starting well , because the Americans have a recent history of falling behind early .",Calcavecchia,plays,he
263,The last prisoner was released in 1988 .,The last prisoner,was released in,1988
264,"Special-interest groups publish studies and issue news releases using road rage to make the case for highway construction , road improvements , tougher traffic regulations .",studies,and issue releases using,road rage
265,"A Spanish official , who had just finished a siesta and seemed not the least bit tense , offered what he believed to be a perfectly reasonable explanation for why the portable facilities were n't in service .",a siesta,and seemed,not the least bit tense
266,Rhodes discovered he had cancer last October after he felt a sharp pain in his right leg .,he,felt a sharp pain in,his right leg
267,"Taylor missed only one day of school , but another week went by before she could move her head smoothly to the right , or lift her writing arm up to desk level without pain .",the right,lift,her writing arm
268,"For its part , Israel has long said it will not pull out of southern Lebanon until it gains a peace treaty with Lebanon and Syria .",Israel,has said will not pull of,southern Lebanon
269,"Even if you just want to take a dip , you 'll find the ocean conditions generally inviting -- and family-friendly .",you,just want to take,a dip
270,"Like most visitors to Xi'an , Rubin tours China 's most astounding archeological treasure : the army of thousands of life-size figures that protect the graves of the Chinese emperors .",China 's most astounding archeological treasure,protect,the graves of the Chinese emperors
271,"A Spanish official , who had just finished a siesta and seemed not the least bit tense , offered what he believed to be a perfectly reasonable explanation for why the portable facilities were n't in service .",A Spanish official,who had finished,a siesta
272,"In response , a group of Amherst College students held a patriotism rally in October , reciting the Pledge of Allegiance .",a group of Amherst College students,held reciting,the Pledge of Allegiance
273,"Although Charles Darwin had written in 1872 about the consistency of expressions in mammals , social scientists of the 1960s and 1970s believed expressions are learned through culture .",Charles Darwin,had written in 1872 about,the consistency of expressions
274,"For its part , Israel has long said it will not pull out of southern Lebanon until it gains a peace treaty with Lebanon and Syria .",Israel,has long said,it
275,"When Steve Forbes was running for president , he did n't talk very much about the rights of the unborn .",Steve Forbes,was running for,president
276,"For Use By Clients of the New York Times News Service `` I was pretty obnoxious , '' says Steers , who did a year at Hotchkiss and another at an Indiana military school before running away to New York , where he bunked with members of a dance company he had worked for as a stagehand the previous summer on Martha 's Vineyard .",Steers,did a year at,Hotchkiss
277,"The current El Nino , a complicated and vaguely understood series of phenomena that affect weather around the globe , is either the weather event of the century or an event whose bluster ca n't come close to living up to the super-hype preceding it .",The current El Nino,is,the weather event of the century
278,The money losing airline offered discount prices between western Canadian destinations .,airline,offered,discount prices
279,"He threw three scoreless innings , enabling Seattle to climb back into the game .",He,threw,three scoreless innings
280,"Hooters Inc. founded the chain 14 years ago , and owns the company trademark and related rights .",Hooters Inc.,founded,the company trademark and related rights
281,Deputies said that as many as 57 deputies who were members of Fatah let Arafat know in a meeting Tuesday night that they intended to vote against him .,as many as 57 deputies,who were,members of Fatah
282,That creature was in turn named for the mythical multiheaded serpent that regrew new heads when one was cut off .,That creature,was in,turn
283,"Instead of converging on the meeting place , Hall and Sax both approached from the same direction .",Hall,both approached from,the same direction
284,"The test results have just been compiled , said Mills , who added that he wants as much public input and discussion on the new tests as possible .",he,wants,as much public input and discussion
285,Think of how many people stay in bad marriages because they are financially dependent or simply afraid of the unknown .,people,stay in,bad marriages
286,"At the time , Little said he left Ramirez in the game because the slugger apologized to everybody in the dugout .",he,left Ramirez in,the game
287,"In silence , a dozen women emerged in white chadors , the final one in black , standing silently and gazing mutely at the audience .",a dozen women,emerged in,white chadors
288,"As a human rights officer , she regularly traveled around the country , returning to brief officials about ethnic clashes and human rights abuses that deter Bosnia 's refugees from returning home .",she,traveled around,the country
289,"Eight percent went to Europe , while 1 percent went to other regions in the world .",1 percent,went to,other regions
290,"It went from testing 219 in 1997 to 20,526 last year .",It,went from,testing 219
291,"We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom .",half of which,would be inhabited by,a completely unknown quantity
292,"As for labeling the products flops as Pecoriello did , Reilly said : `` It 's very early days to count on the success of brands that were launched just this summer .",early days,to count on,the success of brands
293,But Aftonbladet said Chatty was interviewed by the police after Sept. 11 and subsequently made a pilgrimage to Mecca .,Chatty,was interviewed by,the police
294,The Stars have a team incentive plan in place that awards bonuses on a years-played basis .,The Stars,have,a team incentive
295,"Lois Epstein , an engineer with the Alaska environmental organization Cook Inlet Keeper and a longtime pipeline safety activist , said the legislation achieved a number of needed reforms , but did not go far enough .",Lois Epstein,said,the legislation
296,"Hot-rolled and cold-rolled sheet , which has a smoother finish and is used on the outside of autos and appliances , account for about half of all U.S. steel shipments .",Hot-rolled and cold-rolled sheet,has,a smoother finish
297,You can venture out 100 yards and still find the water no deeper than 4 feet .,You,find,the water
298,"White House aides say the Democratic president plans to offer his fast-track bill to the Republican Congress sometime during the second week of September , which already promises to be hectic .",White House aides,say,the Democratic president
299,"The demoted starter had not pitched in a week , but showed no signs of the long layoff .",The demoted starter,had not pitched in,a week
300,Company after company followed suit as heightened security at major airports posed new obstacles .,heightened security,posed,new obstacles
301,"The principal opposition parties boycotted the polls after accusations of vote-rigging , and the only other name on the ballot was a little-known challenger from a marginal political party .",The principal opposition parties,boycotted,the polls
302,They add barbecue sauces developed with Texas taste panels for the chopped and sliced versions .,They,add sauces developed with,Texas taste panels
303,"The nation 's health maintenance organizations were required to tell the federal government by midnight Monday whether they plan to continue providing health insurance to Medicare recipients next year , raise premiums , or reduce benefits .",premiums,or reduce,benefits
304,"Together , the Alden Trust and the other foundations controlled by the firm have contributed $ 1.7 million to Clark in the last five years .",the other foundations,have contributed to,Clark
305,"The announcement , which came only days after a visit to Pyongyang by Japan 's prime minister , Junichiro Koizumi , marked a significant change of strategy for the administration , which had terminated similar negotiations pursued with North Korea by President Bill Clinton shortly before he left office .",similar negotiations,pursued with,North Korea
306,Hoffenberg was sentenced in March to 20 years in jail and ordered to pay $ 462.6 million in restitution and a $ 1 million fine for defrauding Tower Financial debt holders of $ 460 million .,March to 20 years,ordered to pay,$ 462.6 million
307,"As for labeling the products flops as Pecoriello did , Reilly said : `` It 's very early days to count on the success of brands that were launched just this summer .",the success of brands,were launched just,this summer
308,"Nancy Cole , the president of ETS , says that the company is aware that its nonprofit status is a source of concern , particularly to outsiders , as the testing service increases its competition with for-profit businesses .",its nonprofit status,is a,source of concern
309,"He now needs inhaled asthma medicine to help him breathe , even though he never had asthma before .",He,now needs,inhaled asthma medicine
310,"Well , you can still buy a single quart at the corner store , but it 'll cost you a few dollars extra .",it,'ll cost,a few dollars extra
311,"Continuing to maintain his innocence of terrorism charges , Salim said the stabbing was unrelated to the escape plan and stemmed instead from his dissatisfaction with his lawyers .",the stabbing,was unrelated to,the escape plan
312,"After a few minutes and some lighthearted chuckles , normalcy prevailed and everyone reverted to their traditional duties .",some lighthearted chuckles,prevailed and,everyone
313,But Aftonbladet said Chatty was interviewed by the police after Sept. 11 and subsequently made a pilgrimage to Mecca .,Aftonbladet,said was interviewed by,the police
314,"If the other driver is amenable , the agent said he analyzes the client 's policy to determine whether paying for all the damages will cost less money than paying a premium increase over six years .",the other driver,said,he
315,"Even if you just want to take a dip , you 'll find the ocean conditions generally inviting -- and family-friendly .",you,find,the ocean conditions
316,"Ruiz hopes Lewis 's decision will give light heavyweight champion Roy Jones Jr. the impetus to take on Ruiz Dec. 7 on HBO , the idea being that the winner would fight the winner of the WBA title next spring .",Ruiz,hopes,Lewis 's decision
317,"By the early 1980s , it was ZZZZ Best that showed how easy fraud could be .",it,was,ZZZZ Best
318,"Edge Rams Offensive linemen `` Texans are passionate about cooking briskets , '' McAdams adds .",Texans,are passionate about,cooking briskets
319,"The foundations , separate from the boards of educations , are modeled on those that began appearing in California in the 1970s after the passage of Proposition 13 , which limited property taxes .",the passage of Proposition 13,limited,property taxes
320,"Clearly , he understands the end of his career is in sight and wants to make the most of the time remaining .",he,understands,the most of the time
321,"They litter the road to redemption with chaos , contraband , broken marriages , jilted women and political aspirations , but there still is a ray of hope and happiness for the residents of a small Cuban town called Guantanamera .",They,litter the road to,redemption
322,"Extendicare Inc. agreed to buy Arbor Health Care Co. for about US$ 432 million in cash and assumed debt , nearly doubling its Florida and Ohio businesses and making it one of North America 's largest long-term health care providers .",Arbor Health Care Co.,for assumed nearly doubling,it
323,What the team did n't count on was that Boselli would have two more surgical procedures on his shoulder after he became a Texan .,Boselli,would,two more surgical procedures
324,"If Calcavecchia plays Friday morning , he knows the importance of starting well , because the Americans have a recent history of falling behind early .",Calcavecchia,plays morning,he
325,"The scene was oddly serene compared with the mayhem on Monday after 12 North Koreans tried to enter a compound housing the Ecuadorian Embassy , which is usually lightly guarded .",The scene,was serene with,the mayhem
326,"We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom .",We,moved,computer
327,The need for strong federal action to protect the right to vote and the integrity of future national elections could not have been clearer .,strong federal action,to protect,the right
328,"Lois Epstein , an engineer with the Alaska environmental organization Cook Inlet Keeper and a longtime pipeline safety activist , said the legislation achieved a number of needed reforms , but did not go far enough .",an engineer,said,the legislation
329,"A grocery store strike between Ralphs ' parent company , Kroger Co. , and 3,300 union employees in Wms T$ Virginia , Ohio and Kentucky ities between the two situations offer reason to hope : Both strikes involve Kroger stores and United Food and Commercial Workers employees , both disputes center on health care plans , both began in early October , and both have been mediated by federal officials .",reason,involve,United Food and Commercial Workers employees
330,"Jake decides to give Melanie a bit of a hard time because she 's giving him and everyone else she grew up with a megadose of New York attitude , which in this film is almost as grossly exaggerated as the Southern stuff .",Melanie,'s giving,everyone else
331,Bush instructed Secretary of State Colin Powell to begin intensive diplomacy aimed at crafting a U.N. Security Council resolution that would amount to an ultimatum for Iraq : comply or face the prospect of military attack .,Bush,instructed,Secretary of State Colin Powell
332,"The yield spread between an index of option-free 10-year `` A2 '' bank bonds and the 10-year Treasury note was 70 basis points yesterday , 2 basis points wider from a week earlier .",The yield,spread between,an index of option-free 10-year `` A2 '' bank bonds
333,"We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom .",We,moved,tennis racket
334,"For its part , Israel has long said it will not pull out of southern Lebanon until it gains a peace treaty with Lebanon and Syria .",Israel,has said,it
335,"I asked the Armenian native if the neighborhood kids or anybody else ever poked fun at the sign , which is basically a Bart Simpson dream come true .",the neighborhood kids or anybody else,poked,fun
336,"On the next play , Tuman , who had lined up on the left side , glided unchecked to the right and caught Griese 's pass for a 53-yard play to the Colorado 2. Two plays later , Chris Floyd 's dive for a 1-yard touchdown put Michigan ahead .",Two plays,put,Michigan
337,"The New York Stock Exchange floor will be a sea of khaki-clad legs tomorrow as Gap Inc. promotes casual Fridays with free pants and shirts for about 3,500 traders .",The New York Stock Exchange floor,will be,a sea of khaki-clad legs tomorrow
338,And he has eased up on team rules .,he,has eased up on,team rules
339,"But Leslie Robison , an epidemiologist from the University of Minnesota , who estimates that 1 out 630 children will develop cancer before the age of 15 , said that cancer has very different implications for a child compared to adults , even for those who survive .",cancer,has different implications for,a child
340,"For Use By Clients of the New York Times News Service `` I was pretty obnoxious , '' says Steers , who did a year at Hotchkiss and another at an Indiana military school before running away to New York , where he bunked with members of a dance company he had worked for as a stagehand the previous summer on Martha 's Vineyard .",he,had worked for as,the previous summer
341,"Special-interest groups publish studies and issue news releases using road rage to make the case for highway construction , road improvements , tougher traffic regulations .",news releases,using rage to make,the case
342,"The group 's attacks on the Kurdish leadership give it common cause with Saddam Hussein , though a firm link with the Iraqi dictator has not been established .",the Kurdish leadership,give,it
343,"As dramatic as these developments are , the tipping point is a long way off , said Stephen S. Roach , chief economist at Morgan Stanley .",the tipping point,is said,Stephen S. Roach
344,They defeated the defending champion Philadelphia Eagles handily in their first NFL game and went on to win the league championship with a dramatic 30-28 victory over the Los Angeles Rams .,They,defeated,the defending champion Philadelphia Eagles
345,"If Calcavecchia plays Friday morning , he knows the importance of starting well , because the Americans have a recent history of falling behind early .",Calcavecchia,plays,Friday
346,I 've been here 19 years and it 's never been a good time .,I ' ve,been here,19 years
347,Intel Corp. rose 1 13,a new product,to link,computers
348,"She began her career as a chunky woman , awkward on stage and unsure of her musical direction .",She,began career as,a chunky woman
349,"It was her sheer life force that was almost blinding , so blinding it is hard to believe it was not permanent , such a shock to discover that it could be destroyed or taken away .",such a shock,to discover that,it
350,He still remembers when Weinberg came to him with his wife 's sculpture portfolio and proposed making similarly styled knobs and hardware .,Weinberg,came,hardware
351,The companies have been in business for more than 20 years .,The companies,have been in,business
352,"Only about one in five private-sector employees still receives that kind of deal , experts say .",Only about one in five private-sector employees,still receives,that kind of deal
353,Seagram shares rose C$ 0.25 to C$ 50.30 in midmorning Toronto trading and rose 3,Seagram shares,rose to,C$ 50.30
354,It said it wanted the court to establish whether the government had failed to `` apply the same rules '' to all the bidders .,the government,had failed to apply,the same rules ' '
355,"The drill has a keyless chuck , a built-in level for drilling straight holes and nonslip texturing over the whole drill body to provide a firm grip .",a built-in level,to provide,a firm grip
356,Only Nikko Securities Co. has the same top executives it started the year with .,Only Nikko Securities Co.,has,the year
357,"Hooters Inc. founded the chain 14 years ago , and owns the company trademark and related rights .",Hooters Inc.,founded,the chain
358,"It was her sheer life force that was almost blinding , so blinding it is hard to believe it was not permanent , such a shock to discover that it could be destroyed or taken away .",it,is hard to believe,it
359,That carpet cleaning company was started by a 16-year old who wound up with stock worth more than $ 100 million after his company went public .,That carpet cleaning company,was started by,a 16-year old
360,Tropical Storm Edouard will meander about 125 miles off the Georgia coast causing surf to build along parts of the Southeast Coast .,about 125 miles,off Georgia coast causing,surf
361,"For Use By Clients of the New York Times News Service `` I was pretty obnoxious , '' says Steers , who did a year at Hotchkiss and another at an Indiana military school before running away to New York , where he bunked with members of a dance company he had worked for as a stagehand the previous summer on Martha 's Vineyard .",Steers,did,an Indiana military school
362,"His memory was a good deal better about White House management of the DNC , especially its fund-raising operations .",His memory,was better about,White House management of the DNC
363,"As for labeling the products flops as Pecoriello did , Reilly said : `` It 's very early days to count on the success of brands that were launched just this summer .",Reilly,'s,early days
364,"He now needs inhaled asthma medicine to help him breathe , even though he never had asthma before .",him,breathe even though,he
365,"In many quarters , the dead princess is being hailed as a visionary struck down in a battle to drag the stuffy monarchy and all of Britain into the 21st century .",the dead princess,is being hailed as,a visionary
366,"In the first effort in Congress to estimate the fiscal cost of an Iraqi war , Democrats on the House Budget Committee released a report on Monday putting the likely price tag at between $ 30 billion and $ 60 billion , less than that of the Gulf War in 1991 .",Democrats,released putting,the likely price tag
367,"Continuing to maintain his innocence of terrorism charges , Salim said the stabbing was unrelated to the escape plan and stemmed instead from his dissatisfaction with his lawyers .",his innocence of terrorism charges,said,the stabbing
368,"Any notoriety for a Latina actress will promote Latina actresses in general , says Bel Hernandez , former actress and publisher of a Hollywood trade publication for Latinos , Latin Heat .",Any notoriety,will promote,Latina actresses
369,"A grocery store strike between Ralphs ' parent company , Kroger Co. , and 3,300 union employees in Wms T$ Virginia , Ohio and Kentucky ities between the two situations offer reason to hope : Both strikes involve Kroger stores and United Food and Commercial Workers employees , both disputes center on health care plans , both began in early October , and both have been mediated by federal officials .",both,have been mediated by,federal officials
370,"For its part , Israel has long said it will not pull out of southern Lebanon until it gains a peace treaty with Lebanon and Syria .",it,will not pull out of,southern Lebanon
371,"The announcement , which came only days after a visit to Pyongyang by Japan 's prime minister , Junichiro Koizumi , marked a significant change of strategy for the administration , which had terminated similar negotiations pursued with North Korea by President Bill Clinton shortly before he left office .",Japan 's prime minister,marked a significant change of,strategy
372,"After a while , they do n't feel the acute pain of someone who has been dumped .",they,do n't feel,the acute pain of someone
373,"A spokesman for Hayden said Sunday that the senator was looking at several areas for possible legislation , including clarification of existing laws dealing with stalking and trespassing .",Sunday,was looking at,several areas
374,"The subject was a Lakers four-peat - a campaign that begins one week from today , when the Lakers open training camp in El Segundo .",a Lakers four-peat-a campaign,that begins,one week
375,"Illustrating that point , he asserted that Iraq could be a laboratory for terror groups , easily furnishing them with the chemical and biological weapons it had developed .",Iraq,could be,a laboratory
376,"Taylor missed only one day of school , but another week went by before she could move her head smoothly to the right , or lift her writing arm up to desk level without pain .",she,could move smoothly to,the right
377,"Oakland , in need of a catcher after trading Ramon Hernandez to San Diego , acquired Michael Barrett from Montreal for a player to be named later .",Ramon Hernandez,acquired,a player
378,"The drill has a keyless chuck , a built-in level for drilling straight holes and nonslip texturing over the whole drill body to provide a firm grip .",The drill,has keyless chuck,a built-in level
379,"Playing before a crowd of 39,294 , Army jumped to a 7-0 lead on its second possession , covering 66 yards in a 14-play drive that culminated in a 1-yard leap into the end zone by the junior fullback Joe Hewitt .",66 yards,in that culminated in,a 1-yard leap
380,"Oakland , in need of a catcher after trading Ramon Hernandez to San Diego , acquired Michael Barrett from Montreal for a player to be named later .",Oakland,acquired,Michael Barrett
381,But she would concern herself less with the motives of those willing to help than with their pitching in .,she,would concern,herself
382,Shares of the New York-based company rose 5 1,Shares of the New York-based company,rose,5 1 
383,"Hot-rolled and cold-rolled sheet , which has a smoother finish and is used on the outside of autos and appliances , account for about half of all U.S. steel shipments .",Hot-rolled,has is used on,the outside of autos and appliances
384,"Its commercial spine , 18th Avenue , is chock full of pork and pasta stores and the Italian colors of green , white and red everywhere .",Its commercial spine,is,chock full of pork and pasta stores
385,"Hot-rolled and cold-rolled sheet , which has a smoother finish and is used on the outside of autos and appliances , account for about half of all U.S. steel shipments .",cold-rolled sheet,has,a smoother finish
386,"For one thing , members of Congress and their staffs have a traditional `` defined benefit '' program , meaning that they know exactly what they 'll get upon retirement .",their staffs,have,a traditional `` defined benefit ' ' program
387,"For one thing , members of Congress and their staffs have a traditional `` defined benefit '' program , meaning that they know exactly what they 'll get upon retirement .",members of Congress,have,a traditional `` defined benefit '' program
388,"Arnoldy logs about 30,000 miles a year aboard Intrepid , parking it on a private siding in Houston when he 's not riding the rails .",Arnoldy,logs,"about 30,000 miles"
389,"We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom .",We,moved,new socks
390,"Together , the Alden Trust and the other foundations controlled by the firm have contributed $ 1.7 million to Clark in the last five years .",the Alden Trust,have contributed,$ 1.7 million
391,"A spokesman for Hayden said Sunday that the senator was looking at several areas for possible legislation , including clarification of existing laws dealing with stalking and trespassing .",A spokesman,said,Sunday
392,"One factor , he said , might be that consumers have just decided they have enough stuff and are salting money away for retirement or spending it on vacations or entertainment .",consumers,have decided are salting away,money
393,"If force is necessary , let it be force in the best interest of all , and supported by all who truly want a peaceful world .",it,be,force
394,Sacks wrote of how he observed the brothers one day at a state mental hospital as they sat in apparent rapture exchanging six-figure primes that they seemed to pull from their heads .,they,sat in,apparent rapture
395,"When Adecco was formed , the company said it was the market leader in six of 11 countries that make up 90 percent of the temporary employment market , including France --Europe 's biggest temporary employment market -- Spain , Germany , Switzerland , Britain and Australia .",it,was the market leader in,six of 11 countries
396,And he has eased up on team rules .,he,has eased,on team rules
397,"They litter the road to redemption with chaos , contraband , broken marriages , jilted women and political aspirations , but there still is a ray of hope and happiness for the residents of a small Cuban town called Guantanamera .",They,litter,contraband
398,"In March , prices rose $ 2.50 per 1,000 cigarettes at wholesale , which equaled about 5 cents a pack for premium cigarettes at retail .",prices,rose 2.50 per,"1,000 cigarettes"
399,"For Use By Clients of the New York Times News Service `` I was pretty obnoxious , '' says Steers , who did a year at Hotchkiss and another at an Indiana military school before running away to New York , where he bunked with members of a dance company he had worked for as a stagehand the previous summer on Martha 's Vineyard .",Steers,who did,a year
400,A Georgia inventor has won a patent for a method of regiving items ordered online when they turn out to be white elephants .,a method of regiving items,ordered,online
401,"Spurred by requests from customers , health food stores started calling their suppliers yesterday looking for the sprouts , which are n't commercially available .",yesterday,looking for,the sprouts
402,"For Use By Clients of the New York Times News Service `` I was pretty obnoxious , '' says Steers , who did a year at Hotchkiss and another at an Indiana military school before running away to New York , where he bunked with members of a dance company he had worked for as a stagehand the previous summer on Martha 's Vineyard .",he,bunked with,he
403,"But do n't let a Web site substitute for a physician , either : Anyone who has himself for a doctor has a fool for a patient .",himself,has,a fool
404,"They want news of the latest United Nations debate , bulletins on the Sudanese economy , inside dope on the recent political coup in Cambodia .",They,want,the Sudanese economy
405,"It has outstanding stock options that could swell its roster of shares by 15 percent , and thus reduce earnings per share .",outstanding stock options,could swell,its roster of shares
406,"Sather , whose box sits high above the Garden ice behind one of the nets , said that he could hardly notice the netting .",he,could hardly notice,the netting
407,You can also look up individual carriers for more detailed info on their respective products and special offers .,You,can look up,individual carriers
408,"Among the other companies that got a boost from restructurings , Sara Lee Corp. gained 17 percent for the week after announcing it will sell some business and cut costs to raise $ 3 billion for a stock buyback .",costs,to raise,$ 3 billion
409,"These immigrants `` deserve consideration under the laws that were in place when they applied '' for asylum , said Rep. Lincoln Diaz-Balart , R-Fla. , who is the lead sponsor of House legislation that would change the current law .",they,applied for,asylum
410,"Playing before a crowd of 39,294 , Army jumped to a 7-0 lead on its second possession , covering 66 yards in a 14-play drive that culminated in a 1-yard leap into the end zone by the junior fullback Joe Hewitt .",Army,jumped to,a 7-0 lead
411,"Lucas plays Banner 's nemesis , Maj .",Lucas,plays nemesis,Maj
412,"The most unpopular agencies , he noted , are usually those charged with solving the most unsolvable problems .",he,are usually those charged with solving,the most unsolvable problems
413,"As he left the UN building , Sabri said he hoped Iraq 's announcement was a first step toward the `` lifting of this brutal regime of sanctions '' against his country .",he,left,Sabri
414,SLOW RETURN : Carroll said he would hold tailback Justin Fargas out of practice to make sure they are available for next week 's game with Colorado .,he,would hold tailback Justin Fargas out of,practice
415,"In Norway , striking offshore oil workers forced state-owned oil company Statoil to shut down its 40,000 barrel-a-day Yme oil field in the North Sea .",state-owned oil company Statoil,to shut down,"40,000 barrel-a-day Yme oil field"
416,The Revolution also gave up a 90th-minute goal in a 2-2 regulation draw at D.C. United Sept. 16 but they recovered to win their final two matches .,The Revolution,gave,a 90th-minute goal
417,"The New York Stock Exchange floor will be a sea of khaki-clad legs tomorrow as Gap Inc. promotes casual Fridays with free pants and shirts for about 3,500 traders .",The New York Stock Exchange floor,will be sea of,khaki-clad legs
418,So Michigan Stadium is indeed the largest in the nation in seating capacity .,Michigan Stadium,is indeed the largest in,the nation
419,The Cardinals considered very seriously drafting Purdue fullback Mike Alstott with their second-round pick a year ago .,The Cardinals,considered very seriously drafting Purdue fullback Mike Alstott with,their second-round pick
420,"Euromoney 's executives spent several days this week huddled in negotiations with Robert Teitelman , managing editor of Institutional Investor 's Americas edition , whom they named editor to replace Cudaback .",editor,to replace,Cudaback
421,"Four years later , workers still clear rubble from the site of Ufundi House , although the Cooperative Bank Building has been completely renovated and the site of the embassy has been turned into a park , a memorial to the victims of that day .",the site of the embassy,has been turned into,a memorial
422,"When he failed to have the lawyers dismissed by a judge , he said , he decided to attack them .",he,failed to have,the lawyers
423,"At least 170,000 civilian prisoners died at Majdanek , the suit claims , including 13,000 Jews who were murdered within a month of Bucmys 's arrival .","13,000 Jews",were murdered within,a month of Bucmys 's arrival
424,"E-mail her at mmccartycoxohio.com A Ply Gem Industries Inc. shareholder is suing Furman Selz Inc. for $ 100 million , claiming it was negligent in recommending Nortek Inc. 's takeover offer as fair to shareholders .",it,was negligent in recommending,Nortek Inc. 's takeover offer
425,"But Leslie Robison , an epidemiologist from the University of Minnesota , who estimates that 1 out 630 children will develop cancer before the age of 15 , said that cancer has very different implications for a child compared to adults , even for those who survive .",cancer,has even for,those
426,"As he left the UN building , Sabri said he hoped Iraq 's announcement was a first step toward the `` lifting of this brutal regime of sanctions '' against his country .",Iraq 's announcement,was,a first step
427,Ariel bought its shares in the mid-teens .,Ariel,bought,its shares
428,Some think the blend is more weighted toward expedience .,the,blend weighted toward,expedience
429,"Cleveland : Federal Reserve Bank of Cleveland President Jerry Jordan speaks on money and monetary policy to the Cleveland Business Economists Club , noon .",Federal Reserve Bank of Cleveland President Jerry Jordan,speaks on,money
430,"He used T-bone , and then carved the steak off the bone and into slices once it was cooked al sangue , which is to say , deliciously rare , though obviously you should cook the steak just how you like to eat it .",you,should cook how,you
431,I did n't stop living because I was diagnosed with HIV.,I,was diagnosed with,HIV.
432,Fill the spaces in the whites of the eggs with the spiced yolks ; smooth it even with top ; sprinkle with chopped parsley ; garnish with the same and serve cold .,chopped parsley,garnish with,the same
433,"When I finally got the package the next day , the phone was activated , though the battery needed to be charged for four hours .",the phone,was activated though,the battery
434,"If force is necessary , let it be force in the best interest of all , and supported by all who truly want a peaceful world .",force,be,force
435,"A grocery store strike between Ralphs ' parent company , Kroger Co. , and 3,300 union employees in Wms T$ Virginia , Ohio and Kentucky ities between the two situations offer reason to hope : Both strikes involve Kroger stores and United Food and Commercial Workers employees , both disputes center on health care plans , both began in early October , and both have been mediated by federal officials .",Kroger Co.,offer,reason
436,"We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom .",We,moved,notebooks
